raw_row_number,date,time,location,lat,lng,district,age,race,sex,officer_id_hash,department_name,type,arrest_made,citation,warning_issued,outcome,contraband,search_conducted,search_vehicle,search_basis,reason_for_stop,raw_subject_race_code,raw_subject_ethnicity_code,raw_search_authorization_code,raw_intervention_disposition_code
929,11/26/13,13:00:00,206 Park St,41.7576771,-72.679647,SOUTH GREEN,37,black,male,eb86afb6ec,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Display of Plates,B,N,N,M
902,11/26/13,13:01:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,32,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
912,11/26/13,13:08:00,CHARTER OAK AT WYLLYS,41.75874,-72.6694854,SHELDON-CHARTER OAK,69,white,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,N,N,I
918,11/26/13,13:14:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,25,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
917,11/26/13,13:20:00,ASYLUM AT ANN UCCELLO,41.7673974,-72.6779879,DOWNTOWN,30,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
899,11/26/13,13:20:00,60 JENNINGS RD,41.7867448,-72.6557474,NORTH MEADOWS,25,hispanic,female,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Window Tint,W,H,N,I
949,11/26/13,13:29:00,EXIT 33,41.78501,-72.66105,NORTH MEADOWS,21,black,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Window Tint,B,N,N,I
920,11/26/13,13:40:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,65,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
894,11/26/13,13:44:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,57,white,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
944,11/26/13,13:44:00,CAPEN ST AT MAIN S T,41.7842556,-72.6750159,CLAY-ARSENAL,90,black,female,47d3cb2a78,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,B,N,N,V
887,11/26/13,13:50:00,22 lawrence st,41.756783,-72.6878478,FROG HOLLOW,50,white,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Moving Violation,W,N,N,W
909,11/26/13,13:54:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,63,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
922,11/26/13,13:56:00,MARKET ST AT PLESENT ST,41.772106,-72.6709576,DOWNTOWN,48,white,male,a17d42fc95,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
921,11/26/13,13:57:00,CHARTER OAK AT WYLLYS ST,41.75874,-72.6694854,SHELDON-CHARTER OAK,36,black,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
932,11/26/13,13:58:00,FLATBUSH AV AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,37,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
876,11/26/13,14:19:00,CHARTER OAK AT WYLLYS ST,41.75874,-72.6694854,SHELDON-CHARTER OAK,23,hispanic,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,I
945,11/26/13,14:21:00,TRUMBULL ST AT JEWELL ST,41.7650932,-72.6762128,DOWNTOWN,42,white,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Moving Violation,W,N,N,I
950,11/26/13,14:28:00,JENNIBNGS RD,41.7874671,-72.6573262,NORTH MEADOWS,49,hispanic,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,I
941,11/26/13,14:32:00,60 JENNINGS RD,41.7867448,-72.6557474,NORTH MEADOWS,45,white,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
885,11/26/13,14:38:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,37,hispanic,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
868,11/26/13,14:39:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,50,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
870,11/26/13,14:39:00,60 JENNINGS RD,41.7867448,-72.6557474,NORTH MEADOWS,27,hispanic,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
906,11/26/13,14:40:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,59,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
871,11/26/13,14:50:00,JENNING RD,41.7874671,-72.6573262,NORTH MEADOWS,45,black,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
900,11/26/13,14:54:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,43,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
881,11/26/13,15:00:00,NEWFIELD AT FLATBUSH,41.742097,-72.7147412,BEHIND THE ROCKS,54,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
937,11/26/13,15:08:00,60 JENNINGS RD,41.7867448,-72.6557474,NORTH MEADOWS,50,white,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,N,N,I
896,11/26/13,15:10:00,BROAD AT FARMINGTON,41.7681428,-72.6860737,ASYLUM HILL,53,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
890,11/26/13,15:21:00,60 JENNINGS RD,41.7867448,-72.6557474,NORTH MEADOWS,58,white,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
891,11/26/13,15:37:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,40,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
930,11/26/13,16:00:00,FLATBUSH AV NEWFIELD,41.7413022,-72.7158652,NA,32,white,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
883,11/26/13,16:12:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,34,hispanic,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
875,11/26/13,16:25:00,NEWFIELD AT FLATBUSH,41.742097,-72.7147412,BEHIND THE ROCKS,22,white,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
866,11/26/13,16:30:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,44,black,male,81f290e452,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
907,11/26/13,16:32:00,FLATBUSH NEWFIELD,41.7413022,-72.7158652,NA,50,hispanic,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
931,11/26/13,16:48:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,32,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
934,11/26/13,17:10:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,59,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
897,11/26/13,17:18:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,59,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
946,11/26/13,17:26:00,146 ALLEN PL,41.7522365,-72.68973,BARRY SQUARE,57,hispanic,female,03db21bda9,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Defective Lights,W,H,N,V
888,11/26/13,17:50:00,182 SEYMOUR ST,41.7571248,-72.680362,SOUTH GREEN,21,hispanic,male,eb86afb6ec,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Display of Plates,W,H,N,V
969,11/27/13,10:44:00,253 HIGH ST,41.7723915,-72.678116,DOWNTOWN,31,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,B,N,N,I
977,11/27/13,11:03:00,MAIN ST AT PLESANT,41.7717457,-72.6755955,DOWNTOWN,38,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
963,11/27/13,11:27:00,97 WILLIAMS ST,41.7767912,-72.6825169,CLAY-ARSENAL,24,black,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
953,11/27/13,11:30:00,1 FRANKLIN AV,41.7523338,-72.6779963,BARRY SQUARE,32,hispanic,male,69ff83d20f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
978,11/27/13,11:38:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,31,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
979,11/27/13,11:45:00,150 NEW PARK,41.7518061,-72.7086557,PARKVILLE,45,black,female,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Display of Plates,B,N,N,V
967,11/27/13,11:55:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,67,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
964,11/27/13,11:55:00,330 NEW PA RK,41.7472444,-72.7124481,PARKVILLE,67,white,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Display of Plates,W,N,N,V
972,11/27/13,12:03:00,20 ALBANY AV,41.7739317,-72.6777897,CLAY-ARSENAL,24,white,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,W,N,N,M
961,11/27/13,12:03:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,53,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
995,11/27/13,12:10:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,39,asian/pacific islander,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,A,N,N,I
960,11/27/13,12:10:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,32,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
951,11/27/13,12:10:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,23,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
992,11/27/13,12:30:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,44,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
965,11/27/13,12:30:00,NEWFIELD AT FLATBUSH,41.742097,-72.7147412,BEHIND THE ROCKS,55,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
993,11/27/13,12:44:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,45,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
986,11/27/13,12:44:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,50,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
968,11/27/13,12:58:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,36,asian/pacific islander,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,A,N,N,I
966,11/27/13,12:58:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,36,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
989,11/27/13,13:20:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,53,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
973,11/27/13,13:26:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,49,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
958,11/27/13,13:34:00,NEWFIELD AT FLATBUSH,41.742097,-72.7147412,BEHIND THE ROCKS,50,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
987,11/27/13,13:49:00,NEWFIELD AT FLATBUSH,41.742097,-72.7147412,BEHIND THE ROCKS,35,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
959,11/27/13,13:50:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,32,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
957,11/27/13,13:50:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,43,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
991,11/27/13,13:50:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,57,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
955,11/27/13,14:03:00,flatbush at newfeild,41.742097,-72.7147412,BEHIND THE ROCKS,51,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
956,11/27/13,14:06:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,49,hispanic,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
988,11/27/13,14:24:00,140 MAIN ST,41.7575728,-72.6754327,SHELDON-CHARTER OAK,20,asian/pacific islander,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,A,N,N,M
976,11/27/13,14:26:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,24,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
981,11/27/13,14:28:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,53,hispanic,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
954,11/27/13,14:29:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,50,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
983,11/27/13,14:36:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,49,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
971,11/27/13,14:39:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,27,white,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
990,11/27/13,14:45:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,37,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
980,11/27/13,14:55:00,NEWFIELD AT FLATBUSH,41.742097,-72.7147412,BEHIND THE ROCKS,34,asian/pacific islander,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,A,N,N,I
970,11/27/13,15:25:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,45,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
974,11/27/13,15:27:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,54,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
962,11/27/13,15:44:00,285 NEWFIELD,41.7413022,-72.7158652,NA,43,black,male,df0b54e2c2,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
984,11/27/13,15:50:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,21,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
975,11/27/13,15:50:00,I 91 EXIT 29,41.747799,-72.6904577,BARRY SQUARE,24,white,male,5ab05d03c4,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
985,11/27/13,16:45:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,23,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
982,11/27/13,18:15:00,1136 BROAD S T,41.7539261,-72.6868398,FROG HOLLOW,42,hispanic,male,5ffef928d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,I
994,11/27/13,18:22:00,529 ZION ST,41.7555964,-72.6927672,FROG HOLLOW,72,hispanic,female,3b4d309830,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Moving Violation,W,H,N,V
952,11/27/13,19:44:00,CHARTER OAK AT WYLLYS,41.75874,-72.6694854,SHELDON-CHARTER OAK,35,white,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,N,N,I
997,11/28/13,02:50:00,PARK TER AT PARK ST,41.7581955,-72.6939692,FROG HOLLOW,20,black,male,7c09c11e7d,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Other,B,N,N,V
999,11/28/13,04:39:00,garden st a t  capen st,41.786255,-72.682866,NORTHEAST,23,white,male,453cc0661e,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
996,11/28/13,12:28:00,BROOKFIELD AT ELLINGTON,41.7479584,-72.7058258,BEHIND THE ROCKS,22,white,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
998,11/28/13,17:27:00,200 columbus blvd,41.7637973,-72.6691647,DOWNTOWN,33,black,male,bf98bd6c98,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
1045,11/29/13,06:35:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,45,hispanic,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
1034,11/29/13,06:35:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,68,white,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
1065,11/29/13,06:48:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,60,white,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
1032,11/29/13,06:58:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,40,other,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,I,N,N,I
1073,11/29/13,07:10:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,34,white,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
1011,11/29/13,07:25:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,56,hispanic,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
1036,11/29/13,07:29:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,59,black,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
1055,11/29/13,07:41:00,flabush at newfield,41.742097,-72.7147412,BEHIND THE ROCKS,72,black,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
1001,11/29/13,07:54:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,51,asian/pacific islander,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,A,N,N,I
1019,11/29/13,08:02:00,FLASTBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,46,white,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
1023,11/29/13,08:07:00,garden st at collins,41.7723285,-72.6874085,ASYLUM HILL,24,black,female,bf93914299,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,B,N,N,I
1047,11/29/13,08:11:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,50,hispanic,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
1009,11/29/13,08:11:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,58,white,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
1041,11/29/13,08:27:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,59,black,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
1066,11/29/13,08:38:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,65,asian/pacific islander,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,A,N,N,I
1026,11/29/13,08:40:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,51,black,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
1012,11/29/13,08:44:00,89 glendale av,41.7509322,-72.6972034,BEHIND THE ROCKS,28,hispanic,male,165eb6a70e,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Registration,W,H,N,M
1063,11/29/13,08:54:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,49,hispanic,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
1046,11/29/13,09:04:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,60,hispanic,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
1057,11/29/13,09:06:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,38,black,male,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
1035,11/29/13,09:18:00,FLATBUSH AT NEWFIELD,41.742097,-72.7147412,BEHIND THE ROCKS,40,black,female,eeb3021e4a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
