raw_row_number,date,time,location,lat,lng,district,age,race,sex,officer_id_hash,department_name,type,arrest_made,citation,warning_issued,outcome,contraband,search_conducted,search_vehicle,search_basis,reason_for_stop,raw_subject_race_code,raw_subject_ethnicity_code,raw_search_authorization_code,raw_intervention_disposition_code
96,11/6/13,15:30:00,120 Airport Rd,41.7412746,-72.6612887,SOUTH MEADOWS,62,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,I
105,11/6/13,15:35:00,brown@ franklin,41.7370815,-72.6753277,SOUTH END,33,white,male,bfd95da21a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Moving Violation,W,N,N,I
103,11/6/13,15:45:00,120 Airport Rd,41.7412746,-72.6612887,SOUTH MEADOWS,58,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Cell Phone,W,H,O,I
115,11/6/13,15:55:00,campfield at otis,41.7392992,-72.6825605,SOUTH END,49,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
104,11/6/13,16:07:00,airport @ locust,41.7383236,-72.6663854,SOUTH MEADOWS,60,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Other,W,N,O,I
124,11/6/13,16:56:00,franklin @ bushnell,41.7409486,-72.6759931,SOUTH END,18,white,male,b1f0a7b433,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Window Tint,W,N,N,M
99,11/6/13,17:59:00,100 PARK ST,41.7574408,-72.6776999,SOUTH GREEN,57,hispanic,male,3b4d309830,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Moving Violation,W,H,O,V
108,11/6/13,18:50:00,2995 MAIN ST,41.7935029,-72.6672709,NORTHEAST,56,black,female,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,FALSE,TRUE,FALSE,probable cause,Other,B,N,O,V
92,11/6/13,19:30:00,76 main st,41.7564254,-72.6749384,SHELDON-CHARTER OAK,49,black,female,336cf207a7,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Defective Lights,B,N,N,V
118,11/6/13,20:30:00,new britain @ zion,41.741168,-72.6942719,SOUTH WEST,25,white,male,ed0bfbd4f9,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,TRUE,consent,Moving Violation,W,N,C,I
171,11/7/13,07:35:00,russ st at washington st,41.7611368,-72.6820023,FROG HOLLOW,73,white,female,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,N,N,I
170,11/7/13,08:45:00,high st at chapel st,41.7713746,-72.6786761,DOWNTOWN,68,white,male,d7407eba64,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Moving Violation,W,N,N,W
164,11/7/13,09:45:00,115 ENFIELD ST,41.7844688,-72.6847253,NORTHEAST,28,black,male,0937d949e0,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Other,B,N,N,V
152,11/7/13,10:01:00,main st at asylum st,41.7664945,-72.673198,DOWNTOWN,29,black,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
134,11/7/13,10:18:00,market st at plesamt st,41.772106,-72.6709576,DOWNTOWN,22,white,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Window Tint,W,N,N,M
151,11/7/13,10:37:00,10 BROAD ST,41.7684426,-72.6860494,ASYLUM HILL,36,black,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Registration,B,N,N,I
154,11/7/13,10:40:00,749 albany av,41.7790101,-72.6892796,UPPER ALBANY,28,black,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
130,11/7/13,10:40:00,ridgefield at westbourn pkwy,41.7868633,-72.6958537,NORTHEAST,52,black,male,c92c08468a,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,B,N,N,I
137,11/7/13,10:40:00,boce barlow at weston st,41.7889336,-72.6622053,NORTH MEADOWS,52,black,female,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
165,11/7/13,10:45:00,318 albany av,41.7767577,-72.6819536,CLAY-ARSENAL,40,white,male,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,N,N,M
143,11/7/13,10:59:00,277 NEW PARK AV,41.7489522,-72.7128152,PARKVILLE,39,black,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
153,11/7/13,11:00:00,277 NEW PARK AV,41.7489522,-72.7128152,PARKVILLE,31,hispanic,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
127,11/7/13,11:10:00,277 NEW PARK AV,41.7489522,-72.7128152,PARKVILLE,33,hispanic,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
147,11/7/13,11:12:00,516 ALBANY AV,41.7780932,-72.6850202,CLAY-ARSENAL,30,white,female,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,N,N,M
174,11/7/13,11:14:00,277 NEW PARK AV,41.7489522,-72.7128152,PARKVILLE,38,hispanic,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
138,11/7/13,11:17:00,1333 mai nst,41.7726037,-72.6765511,DOWNTOWN,49,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,B,N,N,M
163,11/7/13,11:18:00,277 NEW PARK A V,41.7489522,-72.7128152,PARKVILLE,53,white,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
158,11/7/13,11:26:00,popielusko at wyllys st,41.7568378,-72.6724264,SHELDON-CHARTER OAK,46,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,W,H,N,M
142,11/7/13,11:30:00,227 new park av,41.7492399,-72.7118188,PARKVILLE,39,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
133,11/7/13,11:40:00,277 NEW PARK AV,41.7489522,-72.7128152,PARKVILLE,47,hispanic,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
144,11/7/13,11:48:00,277 NEW PARK AV,41.7489522,-72.7128152,PARKVILLE,57,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
139,11/7/13,11:53:00,277 NEW PARK AV,41.7489522,-72.7128152,PARKVILLE,55,hispanic,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
161,11/7/13,11:55:00,airport at locus st,41.7383236,-72.6663854,SOUTH MEADOWS,35,black,female,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
157,11/7/13,11:58:00,277 NEW PARK AV,41.7489522,-72.7128152,PARKVILLE,41,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
173,11/7/13,12:01:00,580 albany av,41.7784208,-72.6862234,CLAY-ARSENAL,34,black,female,8d927f52b8,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,B,N,N,M
129,11/7/13,12:07:00,385 GARDEN ST,41.7796096,-72.6853537,CLAY-ARSENAL,34,hispanic,male,d3be705adb,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,W,H,N,M
135,11/7/13,12:26:00,9 Wyllys St,41.7555039,-72.6755313,SOUTH GREEN,26,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,H,N,M
148,11/7/13,12:30:00,35 newton st,41.7582851,-72.7075896,PARKVILLE,43,hispanic,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Display of Plates,W,H,N,M
145,11/7/13,12:33:00,pearl st at trumbull s t,41.7663537,-72.6759001,DOWNTOWN,49,white,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,N,N,I
169,11/7/13,12:36:00,172 middlefield,41.7845932,-72.6860562,NORTHEAST,32,black,female,8e4a426f47,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Other,B,N,N,V
132,11/7/13,12:48:00,jewell st at pearl st,41.7664828,-72.6797584,DOWNTOWN,39,black,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,I
128,11/7/13,12:51:00,190 huyshope dr,41.7547706,-72.6619618,SHELDON-CHARTER OAK,32,black,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,B,N,N,I
172,11/7/13,13:06:00,weston st at west service rd,41.7875629,-72.6629504,NORTH MEADOWS,64,white,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,N,N,I
140,11/7/13,13:07:00,32 sission av,41.7583228,-72.7060613,PARKVILLE,34,white,female,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Display of Plates,W,N,N,V
166,11/7/13,13:17:00,sequassen st at huyshope,41.7564145,-72.665203,SHELDON-CHARTER OAK,57,white,male,64c45ad59f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
131,11/7/13,13:19:00,I 91 at jennigns rd,41.7879241,-72.6595459,NORTH MEADOWS,21,hispanic,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
155,11/7/13,14:12:00,19 JEFFERSON ST,41.7550326,-72.6773263,SOUTH GREEN,39,white,male,5ffef928d7,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Window Tint,W,N,N,W
141,11/7/13,14:23:00,242 TRUMBULL ST,41.7680352,-72.6750769,DOWNTOWN,53,white,male,5ff5566d6f,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Seatbelt,W,N,N,I
167,11/7/13,14:50:00,brown st at george st,41.7365426,-72.6794968,SOUTH END,49,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Stop Sign,W,H,N,M
168,11/7/13,15:20:00,300 Locust St,41.740609,-72.6656612,SOUTH MEADOWS,44,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,V
146,11/7/13,15:40:00,LOCUST ST AT AIRPORT RD,41.7383236,-72.6663854,SOUTH MEADOWS,45,black,female,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Traffic Control Signal,B,N,N,V
160,11/7/13,15:43:00,j john st at  park st,41.7572848,-72.6773199,SOUTH GREEN,38,hispanic,male,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,H,N,M
149,11/7/13,17:00:00,airport at locus st,41.7383236,-72.6663854,SOUTH MEADOWS,34,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
159,11/7/13,17:00:00,airport rd at locust st,41.7383236,-72.6663854,SOUTH MEADOWS,34,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,H,N,I
162,11/7/13,18:58:00,linnmore at roger st,41.7321894,-72.69976,SOUTH WEST,48,white,male,5ac7b58482,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
150,11/7/13,19:12:00,trumbull @ pratt,41.7677987,-72.6754963,DOWNTOWN,38,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,N,O,I
156,11/7/13,19:12:00,linnmore st  at roger st,41.7321894,-72.69976,SOUTH WEST,40,white,male,5ac7b58482,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
136,11/7/13,20:48:00,34 CAPEN ST,41.7847891,-72.6760751,NORTHEAST,41,black,female,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Other,B,N,N,V
189,11/8/13,09:45:00,456 PARK ST,41.7580844,-72.6842127,FROG HOLLOW,37,hispanic,female,5ffef928d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Display of Plates,W,H,N,M
214,11/8/13,10:12:00,MAIN ST AT PRATT,41.767421,-72.6731382,DOWNTOWN,35,white,male,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
186,11/8/13,10:30:00,205 greenfield st,41.78414,-72.6930437,UPPER ALBANY,22,black,male,d3be705adb,Hartford,vehicular,TRUE,FALSE,FALSE,arrest,TRUE,TRUE,TRUE,consent,Other,B,N,C,U
197,11/8/13,10:37:00,Main St at Pearl St,41.7658043,-72.6733723,DOWNTOWN,23,white,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
211,11/8/13,10:55:00,252 ALBANY AV,41.7765368,-72.6807747,CLAY-ARSENAL,62,white,male,9fafb682ba,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,N,N,I
209,11/8/13,11:02:00,hudson st at  jefferson st,41.7554045,-72.6791031,SOUTH GREEN,29,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Registration,W,H,N,I
208,11/8/13,11:10:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,40,hispanic,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
200,11/8/13,11:10:00,BROAD ST AT CAPITOL AV,41.7636676,-72.6866503,DOWNTOWN,22,hispanic,male,3bdd052bbf,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,I
180,11/8/13,11:15:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,22,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
183,11/8/13,11:15:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,62,hispanic,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
181,11/8/13,11:17:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,33,hispanic,female,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
204,11/8/13,11:23:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,41,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
217,11/8/13,11:24:00,300 summit,41.7486373,-72.6928403,BARRY SQUARE,22,black,male,6f73b6b0a3,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Display of Plates,B,N,N,M
199,11/8/13,11:30:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,64,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
196,11/8/13,11:35:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,40,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
210,11/8/13,11:41:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,52,black,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
192,11/8/13,11:43:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,46,hispanic,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
203,11/8/13,11:43:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,26,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
222,11/8/13,11:45:00,"benton st at ,maple",41.7466884,-72.6808446,BARRY SQUARE,55,white,female,0937d949e0,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Other,W,N,N,V
190,11/8/13,11:50:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,23,black,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
207,11/8/13,11:51:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,21,black,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
194,11/8/13,11:52:00,WYLLYS ST AT GROTON ST,41.7564216,-72.6736178,SHELDON-CHARTER OAK,26,black,female,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Other,B,N,N,M
205,11/8/13,11:54:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,59,white,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
177,11/8/13,12:03:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,36,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
182,11/8/13,12:03:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,46,white,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
221,11/8/13,12:10:00,410 windsr st,41.7766601,-72.672591,NORTH MEADOWS,30,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
219,11/8/13,12:12:00,1557 albany av,41.784714,-72.7053215,BLUE HILLS,47,white,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
216,11/8/13,12:13:00,410 WINDSOR,41.7766601,-72.672591,NORTH MEADOWS,28,hispanic,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,H,N,I
224,11/8/13,12:15:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,27,white,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
226,11/8/13,12:25:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,27,hispanic,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Speed Related,W,H,O,I
218,11/8/13,12:27:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,55,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
188,11/8/13,12:31:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,41,white,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
187,11/8/13,12:40:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,52,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
206,11/8/13,12:43:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,38,white,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
191,11/8/13,12:47:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,36,black,male,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
195,11/8/13,12:47:00,250 MAIN ST,41.7587965,-72.6748922,SHELDON-CHARTER OAK,64,white,female,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,N,N,M
179,11/8/13,12:50:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,22,black,female,81f290e452,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
202,11/8/13,12:50:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,31,white,female,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Speed Related,W,N,O,I
213,11/8/13,12:52:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,52,black,male,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
225,11/8/13,13:00:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,31,black,female,484fe0dd72,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,B,N,N,I
198,11/8/13,13:01:00,410 Windsor St,41.7766601,-72.672591,NORTH MEADOWS,60,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Speed Related,W,N,N,I
176,11/8/13,13:11:00,main @ pleasant,41.7717457,-72.6755955,DOWNTOWN,21,hispanic,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,FALSE,TRUE,FALSE,probable cause,Traffic Control Signal,W,H,O,I
184,11/8/13,15:37:00,JEFFERSON AT SEYMOUR ST,41.7554163,-72.6806772,SOUTH GREEN,41,hispanic,female,09739d95d7,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Suspended License,W,H,N,M
212,11/8/13,16:30:00,sumner st at asylum av,41.7692685,-72.6905265,ASYLUM HILL,35,white,male,df0b54e2c2,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
185,11/8/13,17:00:00,airport rd at locust,41.7383236,-72.6663854,SOUTH MEADOWS,55,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,V
220,11/8/13,17:18:00,locust st at airport,41.7383236,-72.6663854,SOUTH MEADOWS,32,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
215,11/8/13,17:35:00,I 84 at branard rd,41.4097479,-73.415831,NA,34,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Other,W,N,N,I
175,11/8/13,17:54:00,221 ledyard st,41.7424095,-72.6696464,SOUTH MEADOWS,53,hispanic,male,8b2fef1448,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,V
178,11/8/13,17:58:00,450 wethersfield av,41.743596,-72.6728815,SOUTH END,46,white,male,8b2fef1448,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,N,N,I
193,11/8/13,20:08:00,MAIN ST AT CLEVELAND AV,41.7936151,-72.6656203,NORTHEAST,62,hispanic,male,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Traffic Control Signal,W,H,N,V
201,11/8/13,20:18:00,714 windsor st,41.7866679,-72.6696089,CLAY-ARSENAL,23,black,male,0b60c2fddd,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Defective Lights,B,N,N,V
223,11/8/13,20:30:00,320 CAPEN ST,41.7872497,-72.6868833,NORTHEAST,44,black,male,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Other,B,N,N,V
228,11/9/13,01:25:00,main st at fishfry st,41.7956131,-72.6634126,NORTHEAST,46,black,male,a3c5e74ce1,Hartford,vehicular,FALSE,FALSE,FALSE,NA,NA,FALSE,FALSE,NA,Display of Plates,B,N,N,N
227,11/9/13,09:55:00,douglas at campfield,41.7373079,-72.6820229,SOUTH END,30,black,male,b412aea223,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,B,N,N,I
234,11/9/13,11:30:00,plainfield st at mark twain dr,41.7915901,-72.7093797,BLUE HILLS,57,white,male,531ec1b43e,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,W
235,11/9/13,11:59:00,NEW BRITIAN AV AT ELLSWORTH,41.7465097,-72.6847972,BARRY SQUARE,23,hispanic,male,027b5eaf0e,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Cell Phone,W,H,N,I
238,11/9/13,12:07:00,broad @ madison,41.7544357,-72.6870839,FROG HOLLOW,19,white,male,5ac7b58482,Hartford,vehicular,FALSE,TRUE,FALSE,citation,NA,FALSE,FALSE,NA,Stop Sign,W,N,N,I
232,11/9/13,13:03:00,61 WOODLAND ST,41.7718529,-72.7016802,ASYLUM HILL,51,black,male,cc6f7759bc,Hartford,vehicular,FALSE,FALSE,TRUE,warning,NA,FALSE,FALSE,NA,Other,B,N,N,V
